,product,gender,length,review,star
652,[グンゼ] インナーシャツ やわらか肌着 綿100% 抗菌防臭加工 長袖丸首 2枚組 SV61082 メンズ,男性,長袖,"
生地はなかなか良いですが、袖が短え、、、。6部丈買ったのか？と悩みました。
",0
653,[グンゼ] インナーシャツ 快適工房 年間 綿100% 長袖U首 KH3010 メンズ,男性,長袖,"
生地がしっかりしていて洗濯してもよれよれにならない。袖丈が長すぎず短すぎず、下に着るのでワイシャツから出ないのが良い。
",1
654,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% フレンチ袖 TC4052 レディース,女性,半袖,"
少し小さめでしたが、ストレッチきいていて、いいと思います。良いきじですわ
",1
655,[グンゼ] インナーシャツ CFA さわやか綿100% 2分袖 日本製 CB3252 レディース,女性,半袖,"
制服の下に着るため購入。適度にフィットした感じがいいです。縫い目がごろつく気がするのでわざと裏返して着てます。そうすれば本当にストレスフリー！
",1
656,【SEAMLESS】タンクトップ（パッド付）（レディース）,女性,半袖,"
パジャマのインナーとしてオールシーズン使っています。ストレスフリーな着心地はもちろんのこと、大きく開いた襟口のデザインでチラ見えしにくく、下着っぽくない黒のカラー展開は着用シーンを選びません。袖口は適度に脇汗を吸ってくれるような位置にあり、綿だから臭くなりにくいです。パッド下にゴムも縫い目もないので締めつけ感や痒さがなく、他のブランドが出しているどんなタンクトップ製品よりもお気に入りです。
",1
657,[グンゼ] インナーシャツ やわらか肌着 綿100% 抗菌防臭加工 半袖丸首 2枚組 SV61142 メンズ,男性,半袖,"
問題はないです。
",1
658,【SEAMLESS】タンクトップ（パッド付）（レディース）,女性,半袖,"
生地がいいので着心地がいいです  背中が生地 1枚なのにフィット感がありストレスなくきれました
",1
659,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
着心地のよい、安価なTシャツでした。
",1
660,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
綿100％なので購入しました。肌当たりは良いです。袖のまくれ上がりも無いです。丈が短いのかイマイチです。昨年無○のを購入し、丈は、気持良いですが袖がまくれ上がり凄いストレスでした。
",0
661,[グンゼ] スリーブレスシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ 汗パット強化版3層構造 メンズ,男性,半袖,"
製品は良いと思うのだが、172cm 50kgの痩せ型の私には少し大きかった。他メーカーもそうなのだが意外に大人メンズ下着のSサイズは作られていないことが多いので残念だ。
",0
662,[グンゼ] インナーシャツ ホットマジック 集中保温シームレス 5分袖 MH9448P レディース,女性,長袖,"
すぐに届いたので助かりましたが、肌触りはイマイチです。
",0
663,【STANDARD】ＶネックＴシャツ(Ｖ首)(メンズ),男性,半袖,"
気に入っています。1~2年に１回7枚くらい買って交換しています。
",1
664,【SEAMLESS】タンクトップ（パッド付）（レディース）,女性,半袖,"
カップが小さい為大きいのにして欲しいです。LLはパット、パット入れの縫い方大きくして自由に入れ替え出来るように対策してください。よろしくお願い致します。
",0
665,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
Lサイズを購入。通常だと少し小さい事が多いのだけどサイズ感はバッチリでした。ゆったり目が好きなので良かったデス
",1
666,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% サーフシャツ 2枚組 HK10182 メンズ,男性,半袖,"
良かった
",1
667,[グンゼ] インナーシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ クルーネックスリーブレス 汗取りパッド付 メンズ,男性,半袖,"
白いTシャツのインナーとして使用。色白肌ということもあり黒いシルエットが完全に浮き出てくるので着れない。白Tシャツor白シャツ以外を着るならわざわざインナー着る必要もなしなので使い道に困るノースリーブだと肩周りの境界線クッキリ。胸元もざっくり開いてるがそのシルエットもクッキリ。完全に失敗したのでスリーブ付きのベージュ色を即購入しました。ちなみにサイズ感はMでバッチリ
",0
668,脇パッド付きVネックTシャツ(深めのＶ首)(短袖)(メンズ)【SALE】,男性,半袖,"
涼しく着れています。脇パッドについては意見が分かれるようですが、サイズをMからＬにすれば気にならないように感じます。機会があれば、Mを試してみたいと思います。
",1
669,[グンゼ] インナーシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ クルーネックスリーブレス 汗取りパッド付 メンズ,男性,半袖,"
良い商品でした。
",1
670,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% サーフシャツ 2枚組 HK10182 メンズ,男性,半袖,"
仕事着（半袖）のインナーとして着ようと思って、いつものMサイズにしたけどちょっと大きい、ダブダブ気味、長さも長いですね。インナーとするとゴワゴワとして汗かくと濡れて重さで首元がダランと開く感じがになってしまうのが残念、しかし綿100はいい。これ一枚で部屋着としては最高！Sサイズが有ればリピートしたいけどありませんね…
",0
671,[グンゼ] インナーシャツ YG CUT OFFシリーズ VネックTシャツ YV1515 メンズ NEWホワイト 日本M (日本サイズM相当),男性,半袖,"
よく皆さんこんな暑い下着着てられますね。ヒートテックなみに暑いです。異常に伸縮性が強くよく伸びるんですが、その分身体にピタっと張り付いてきて余計に暑いです。綿が多いので防臭性は良いですが、こんなに暑かったら意味がないです。
",0
672,[グンゼ] インナーシャツ やわらか肌着 綿100% 抗菌防臭加工 半袖丸首 2枚組 SV61142 メンズ,男性,半袖,"
これはスリムフィットかもしれません。かなり、きつめです。
",0
673,【STANDARD】タンクトップ(レディース),女性,半袖,"
肩幅４０くらいあるのでLL購入しましたが、脇周りがきつく、特に前の部分、肩が凝るのが残念です。薄手で肌触りはさらさらして気持ち良いです。
",0
674,[グンゼ] インナーシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ クルーネックスリーブレス 汗取りパッド付 メンズ,男性,半袖,"
透け感もなく凄く気に入ってます。色Tシャツも気兼ねなく着れるようになりました。
",1
675,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
Lサイズを購入したのですが、首まわりが少しきつめです。L Lサイズが良かったのでは、と思ってますが着丈も着心地もいいので、今後はL Lサイズに挑戦したいと思います。
",0
676,[グンゼ] インナーシャツ 快適工房 年間 綿100% 長袖U首 KH3010 メンズ,男性,長袖,"
化繊のユニクロと比較すると綿でしっかりしています。綿の肌着もいいものです。ただし最近の薄手の綿の肌着は破れて長持ちしません。長袖の綿はもっさり感、半そでの綿はちょうどいい、長袖はユニクロがいいかな。
",0
677,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% サーフシャツ 2枚組 HK10182 メンズ,男性,半袖,"
男性Mサイズをあえてゆったりラフなフィッティングのため購入。着やすい素材で気に入ってます。
",1
678,[グンゼ] スリーブレスシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ 汗パット強化版3層構造 メンズ,男性,半袖,"
Tシャツのインナーに使ってます。フィット感もちょうど良く大手某ユ○ク○さんの商品も持ってますがこちらの方が良いですね。
",1
679,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% フレンチ袖 TC4052 レディース,女性,半袖,"
グンゼの綿100%の着やすい下着ベージュなので白のブラウスでも大丈夫また購入します
",1
680,[グンゼ] インナーシャツ ホットマジック 柔らか温か Vネック9分袖 MH1909 メンズ,男性,長袖,"
あったかい。ヒートテックの極暖と同じようなもんだろう
",1
681,[グンゼ] インナーシャツ やわらか肌着 綿100% 抗菌防臭加工 半袖丸首 2枚組 SV61142 メンズ,男性,半袖,"
子どもの下着に。と、購入しました。学ランの下の開襟シャツからチラリと丸首が見えてしまうので少し残念…。子どもは肌触りいいし気に入ってるようです。
",0
682,[グンゼ] インナーシャツ CFA さわやか綿100% 2分袖 日本製 CB3252 レディース,女性,半袖,"
私はグンゼのベストLサイズを来てるので、今回、こちらを初めて購入しましたがLサイズでは小さ過ぎました(/_;)/~~
",0
683,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% サーフシャツ 2枚組 HK10182 メンズ,男性,半袖,"
特になし
",1
684,【STANDARD】8分袖インナー(レディース),女性,長袖,"
中学生の孫のために購入。寒さ対策のために制服の下に着ています。８分袖なので、ブラウスの袖からインナーが見えなくていいようです。
",1
685,[グンゼ] インナーシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ クルーネックスリーブレス 汗取りパッド付 メンズ,男性,半袖,"
Tシャツの下に着てもラインが目立たないので助かります。圧迫感もちょうどいい。
",1
686,[グンゼ] インナーシャツ やわらか肌着 綿100% 抗菌防臭加工 半袖丸首 2枚組 SV61142 メンズ,男性,半袖,"
製品の肌触りは確かにソフトで柔らかいです。しかし下着にもタグはつきものだとは思いますが、肌に触れるところ(内側）についているのでそれが硬くて痛いです。はさみで切ると尚更切り口が痛いですし、深く切りすぎると穴が開いてしまいます。これってどうにかならないのかな？下着なんだから外側についていても問題ないと思うけど・・・。
",0
687,[グンゼ] インナーシャツ YG 綿100% クルーネック長袖 YV0011N メンズ,男性,長袖,"
176cm65kgでLを注文しました。胴や肩はジャストサイズでしたが、やや袖が短い。九分丈…？いやいや八分丈じゃん！って感じです。ちょっと動いているとシャツの下でまくり上がってるし…そのぶん星二つマイナスですが、肌触りなどは大変満足しております。もうワンサイズ大きくても良かったかなぁ…
",0
688,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
量販店で黒だけ取り扱いが無かったので見つかって良かったです。
",1
689,脇パッド付きVネックTシャツ(深めのＶ首)(短袖)(メンズ)【SALE】,男性,半袖,"
昨年に引き続きリピートしました。新色のスモークオレンジいい感じです。ワイシャツの脇の汗じみも抑えられています。
",1
690,[グンゼ] インナーシャツ ホットマジック 柔らか温か Vネック9分袖 MH1909 メンズ,男性,長袖,"
シャツの下に着るには不向き。思ったより分厚いし、vも浅い。期待外れ。ゆとりのある服の下にはいいかも。
",0
691,[グンゼ] インナーシャツ やわらか肌着 綿100% 抗菌防臭加工 半袖丸首 2枚組 SV61142 メンズ,男性,半袖,"
いい感じ
",0
692,[グンゼ] インナーシャツ YG CUT OFFシリーズ VネックTシャツ YV1515 メンズ NEWホワイト 日本M (日本サイズM相当),男性,半袖,"
会社の制服のシャツの下に着る用のインナーとして購入。以前から女性用のGUNZE クールマジック 部屋干し何とか 着る日焼け止め等の半袖インナーを愛用しています。が、ベージュ系の色味が全て微妙過ぎて、白シャツから透けるため(私は色黒でもなく色白でもない普通の肌色だと思う)、メンズ用の肌よりも暗い色なら浮かないのではと期待をしました。結果として色味はまぁレディースよりはいい感じ。このシャツだけ着てると明らか肌色と合ってないものの、白シャツを上から着るといい感じ。難点は夏暑すぎて辛い。生地がしっかりしているのか、とにかく暑い。あと首元が詰まっているので、ワイシャツのボタンは第1ボタンしか開けられない。
",0
693,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
丈が短いので、洗濯物を干すなどの、腕を上にあげるときは、おなかが出てしまい、冷えました。
",0
694,半袖Ｕ首(メンズ),男性,半袖,"
夫の定番の下着です。まとめ買いで少し安く購入できるのは有難いです。
",1
695,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
グンゼの綿素材インナーには信頼感１２０％で、５０年来のファンです。着るコスメ、と銘打ったインナーの着心地は大満足ですし、何より、八分袖の有難さを強調したいです。袖口からチラリと見えるか見えないか、の微妙な長さでありつつ、暖かさも保証され、インナーとして「良い仕事」をしてくれています。
",1
696,ボートネックＴシャツ(袖短め)(メンズ),男性,半袖,"
洋服へ響きにくいのはとても良いのですが、洗濯を繰り返していると薄汚れて肌触りも悪くなってきます。このお値段の価値はないかな。他のファストブランドでもシームレスタイプも出てきていますし、そちらでも良いかも。
",0
697,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
とりわけ暖かさは感じない
",0
698,【極】ハイネックロングスリーブシャツ（メンズ）,男性,長袖,"
極というだけあって、大変暖かいが、この商品はハイネックなのでさらに暖かい。まさに鬼に金棒という感じ。冬を乗り越える大切な相棒です。
",1
699,ステルスインナーＶネックＴシャツ（メンズ）【まとめ買い割対象】,男性,半袖,"
あと二枚くらい買えばよかったと思います。この価格なら割安だと思いました。素材とか縫製もきちんとしたもので長く使えそうです。暑がりなので、季節感は人とずれたところはありますが、重宝したいと思います。
",1
700,【接触冷感】ＶネックＴシャツ（メンズ）【SALE】,男性,半袖,"
ちょっと小さかったようです。生地は絶賛していました。
",1
701,【部屋干しクイック】汗取リ付2分袖インナー(レディース)【SALE】,女性,半袖,"
涼しく、襟のチュールレースも素敵です。リピします。
",1
702,半袖Ｕ首(メンズ),男性,半袖,"
白い下着は、洗濯で黒ずんでしまうのが気になるという父に、おしゃれなグレーをプレゼントしました。半袖のインナーは秋冬でも使えるので、まとめ買いしました。色・肌触りとも父も大変気に入っています。高齢者でも若々しい印象になる下着をプレゼントすることができて私も大変嬉しいです。ありがとうございました。
",1
703,[グンゼ] インナーシャツ キレイラボ 完全無縫製 なめらかにフィット 綿混 8分袖 KL1846R レディース,女性,長袖,"
かなり赤目のピンクでした。サイズはいいのですが、どうも色が。。。かなり画面に出てたのと違う。無縫製でフィット感というのはいいんですが、接着面はどうですかね？今のところまだ判りませんが、長く使ってきたらどうなんだか？グンゼ製ですし色々素材も混じっているので仕方ないですが、やはり高めですよね。何枚も買うなら麺１００％製でいいかなと個人的に思いました。
",0
704,【Fitte】ブラタンクトップ（レディース）,女性,半袖,"
着用していると、裾が捲れ上がってきて、困ります。生地は心地よいですが、、、
",0
705,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
グンゼなら知らない海外製品より良いと思ったのに、石油みたいなにおいがします。伸縮性もいまいち。
",0
706,脇パッド付きVネックTシャツ(深めのＶ首)(短袖)(メンズ)【SALE】,男性,半袖,"
夏場のシャツを一枚で着るよりも、下に着ると快適に過ごせます。SEEKのシームオフシャツと遜色はなく、安価で文句なしです。
",1
707,[グンゼ] インナーシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ クルーネックスリーブレス 汗取りパッド付 メンズ,男性,半袖,"
超〜薄手のTシャツ用インナーです。Tシャツの下にもう１枚着たいというニーズはいろいろあると思います。私の場合は「腹巻き」です。素肌にダイレクトに腹巻きを付けたくないので、この商品は助かります。肝心なポイントである、『Tシャツの下に何か着てる？』とバレるかどうかですが、私の感覚では「バレない」です。とても伸縮性があり薄くて縫い代が一部にしかない素材ですのでゴワゴワしません。ですから、余程ジロジロと「この人はTシャツの下に何か着ているのでは・・・」という目で見ないと分かりません（そんな人はまずいないですので大丈夫）。縫い目ですが、肩と脇の汗取りパッドのところにしかなく周囲から気づかれにくい部分だと思います。「ここなら許せる」と思えます（ちょっと上から目線ですが）。　　※添付写真は肩の縫い目を撮影していますあと、とてもソフトな素材なので、洗濯ネットは必須です。　　※添付写真にお洗濯マークのところを撮影しています
",1
708,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% フレンチ袖 TC4052 レディース,女性,半袖,"
着心地が良く無理なく伸びるので多少のストレッチ性はあるように思えます。良い商品ということは着てみて分かりました。
",1
709,[グンゼ] インナーシャツ ホットマジック 寒さ知らず ロング ハイネック 日本製 MH5645 レディース,女性,長袖,"
迷って買った甲斐がありました。薄着のままで暖かい（ときに暑いくらい）なので本当に助かっています！
",1
710,[グンゼ] インナーシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ クルーネックスリーブレス 汗取りパッド付 メンズ,男性,半袖,"
スモークオレンジは肌色でした。　　横文字使わず、「肌色」と表記すべきだと腹立たしく思う。おかげで　おっさん臭い下着がまた増えました。
",0
711,【STANDARD】ＶネックＴシャツ(Ｖ首)(メンズ),男性,半袖,"
夫がワイシャツのインナーとしても使っています。大変気に入ったようで何枚も追加購入しています。
",1
712,【SEAMLESS】タンクトップ（パッド付）（レディース）,女性,半袖,"
初めて注文しましたが、驚きました！締め付け感がなく、着ていることを忘れるほど快適。肌ざわりもとても良く、買って正解でした。またリピートします！
",1
713,【STANDARD】半袖インナー(レディース),女性,半袖,"
夏場には少し生地が厚いかも..ですが、汗を吸ってくれるし 冷房での身体の冷えを防げます！以前の物との違いが よくわかりませんが、大好きな商品です。
",1
714,[グンゼ] スリーブレスシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ 汗パット強化版3層構造 メンズ,男性,半袖,"
夏場の通勤用に購入したものの、普通の通気性の良いインナーより若干マシかな‥‥？というレベルです。自身が汗をよくかく体質なのもありますが、しっかりと上に着ているシャツまで汗で濡れていますし、リュックなら背中はぐっしょり。あくまで平均以下の汗を想定しているかと思いますので、過度の期待は厳禁です。
",0
715,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% サーフシャツ 2枚組 HK10182 メンズ,男性,半袖,"
まだ未使用なんですよ。だから、なんとも言えません。ただ思っていたより、生地が厚く、しっかりしてます。
",0
716,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
もったいないので知り合いにあげました。素材はいいと思います。
",0
717,[グンゼ] インナーシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ クルーネックスリーブレス 汗取りパッド付 メンズ,男性,半袖,"
前面後面ともカットが浅く、Tシャツだと見えてしまう。カットし直した。
",0
718,[グンゼ] インナーシャツ ホットマジック 寒さ知らず 8分袖 日本製 MH5646 レディース,女性,長袖,"
温かいです。肌触りが良いです。思っていた以上に良いです！某有名なチェーン店のより上。庭仕事の時に使用させて頂いていますが、通気性も良いし、これは優れものです。
",1
719,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
生地やサイズ感はとても良い。ただ、丈が短かったのが残念かな。
",0
720,[グンゼ] インナーシャツ やわらか肌着 綿100% 抗菌防臭加工 長袖丸首 2枚組 SV61082 メンズ,男性,長袖,"
袖口ゴム部にホリエステルが使われているのでチクチクします。サイズも余裕をもって大きめを買いましたがそれでもピチピチです。袖の長さが9分袖なので袖口のチクチク感が腕にも伝わって煩わしいです。買うならポリエステルを使っていない＆袖口が締まってないタイプにするべきでした。敏感肌ではない人ならまあ着心地は良いかと思います。
",0
721,[グンゼ] インナーシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ クルーネックスリーブレス 汗取りパッド付 メンズ,男性,半袖,"
んー、、、襟から少し見えてしまいますね…残念。あと割と厚めなので真夏だと暑くなってしまいそう。
",0
722,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
汗かきの私には、吸湿性が高く、静電気も起きにくく、とても着心地がいいのが最高です。その上丈夫です。ほとんど縮んだり伸びたりしません。最近は綿100パーセントのものがなくなっており、あっても洗うと丈が縮んだり、襟ぐりが伸びたりと、安くても質の良くないものが多いので、困ります。グンゼはそうした心配をせずに購入できるのでありがたいです。また、リピートします。
",1
723,[グンゼ] インナーシャツ YG CUT OFFシリーズ VネックTシャツ YV1515 メンズ NEWホワイト 日本M (日本サイズM相当),男性,半袖,"
とにかく暑い。エアリズ●のがよい。冬にはいいのかもしれない。
",0
724,[グンゼ] インナーシャツ やわらか肌着 綿100% 抗菌防臭加工 長袖丸首 2枚組 SV61082 メンズ,男性,長袖,"
腕の部分の長さが少し短いことと手首の部分に圧迫感があります。もちろん着た感覚は人それぞれだと思いますが、冬季間に着用するには暖かく評価できますが、腕の長さと手首部分の圧迫感は私にはあまり合わないと感じました。
",0
725,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
毎回、気に入って購入しています。仕事着の下に着ています。
",1
726,【ひんやり綿混】汗取リ付ラン型インナー（レディース）【SALE】,女性,半袖,"
白のブラウスや、シャツでインナーが透けないものを探していました。縫い目がなくて着やすいし、涼しいし、すけません。夏におすすめです。
",1
727,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
アトピー体質の娘に購入しました。ヒートテックだと痒くなり着れないので綿100%のこの商品を購入しました。普段、Mサイズですが洗うと縮むとのレビューがあり、Lサイズを購入。正解でした！
",1
728,【SEAMLESS】タンクトップ（パッド付）（レディース）,女性,半袖,"
綿100％が好きな者にとっては、とても嬉しい商品ですが、どうしてもパットが動いてしまいます。
",0
729,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
綿100％で手触りがいい首の後のタグがちょっとかゆいけど許容範囲内
",1
730,【STANDARD】8分袖インナー(レディース),女性,長袖,"
肌触りが良く、気持ちいいです。フィット感もあります。
",1
731,[グンゼ] インナーシャツ YG 綿100% クルーネック長袖 YV0011N メンズ,男性,長袖,"
真夏も長袖着たいので、適応素材品があるとたすかります。
",1
732,[グンゼ] インナーシャツ ホットマジック 柔らか温か Vネック9分袖 MH1909 メンズ,男性,長袖,"
中3の息子の普段使い用に、制服のワイシャツでも透けないように白を選びました。あたたかいと気に入って毎日着ているので洗い替え用にリピしました。生地もしっかりとしていて暖かく、サイズもちょうどよくて文句の付け所がないです。おすすめです。またリピします。
",1
733,[グンゼ] インナーシャツ YG CUT OFFシリーズ VネックTシャツ YV1515 メンズ NEWホワイト 日本M (日本サイズM相当),男性,半袖,"
会社の制服のシャツの下に着る用のインナーとして購入。以前から女性用のGUNZE クールマジック 部屋干し何とか 着る日焼け止め等の半袖インナーを愛用しています。が、ベージュ系の色味が全て微妙過ぎて、白シャツから透けるため(私は色黒でもなく色白でもない普通の肌色だと思う)、メンズ用の肌よりも暗い色なら浮かないのではと期待をしました。結果として色味はまぁレディースよりはいい感じ。このシャツだけ着てると明らか肌色と合ってないものの、白シャツを上から着るといい感じ。難点は夏暑すぎて辛い。生地がしっかりしているのか、とにかく暑い。あと首元が詰まっているので、ワイシャツのボタンは第1ボタンしか開けられない。
",0
734,フレンチ袖インナー(レディース),女性,半袖,"
サイズ（身幅）をきちんと確認すれば良かったです。ぴったりすぎました。特に肩まわり。自分が持っているgunzeの下着のサイズに合わせて買ったものですが、、このサイズ感ならLLが良かったです。（あれば）生地は伸びますが肩幅ががっちりしている人、上半身にボリュームがあるタイプの人には窮屈に感じるのではないでしょうか他メーカー（〇印）等と比べると肉を拾うかんじで、暑い時期には着られそうもありません。ミスティブラウンの色はモカっぽくて良かったです。
",0
735,【SEAMLESS】タンクトップ（パッド付）（レディース）,女性,半袖,"
綿100%で肌触りは良いのですが、カップの位置がブラを付けた時よりやや下になるので、もう少し上にして欲しいです。何回か洗濯すると伸びてくるので、ますます下がる感じがします。
",0
736,[グンゼ] インナーシャツ YG CUT OFFシリーズ VネックTシャツ YV1515 メンズ NEWホワイト 日本M (日本サイズM相当),男性,半袖,"
速乾性は抜群で、肌ざわにがよく、耐久性にも優れております。
",1
737,【部屋干しクイック】汗取リ付2分袖インナー(レディース)【SALE】,女性,半袖,"
日本製で、しっかりとした作りのシャツです。えりぐりにチュールがしてあり、汗ジミパットのあるシャツが欲しかったので良かったと思います。
",1
738,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% フレンチ袖 TC4052 レディース,女性,半袖,"
肌触りかよく着心地はとても良いです。生地は柔らかめですが、しっかりしています。洗濯しても伸びることなく収縮性を保っています。
",1
739,VネックTシャツ(Ｖ首)(メンズ)【まとめ買い割対象】,男性,半袖,"
汗をすぐに吸ってくれるので、快適に過ごせる。大きいサイズ展開を希望する。
",0
740,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% フレンチ袖 TC4052 レディース,女性,半袖,"
このバージョンのランニングを、以前購入して、良かったので買いました。肌触り抜群です☺️
",1
741,[グンゼ] インナーシャツ 快適工房 年間 綿100% 長袖U首 KH3010 メンズ,男性,長袖,"
袖が短い。その他は良いのですが。
",0
742,[グンゼ] スリーブレスシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ 汗パット強化版3層構造 メンズ,男性,半袖,"
Tシャツ用インナーというだけあって、後ろの首元がいい感じに開いていてTシャツから見えづらいです。縫製部分はカット出来ませんが、生地自体はハサミでカットしてもほぼほつれません。夫がVネックTシャツを着るのにインナー選びにずっと苦労していたのですが、これをプレゼントしたらしっくり来たようです！着用時フロントが少しTシャツからはみ出るので、裁ちばさみでカットしました。同じシリーズのYGの半袖も購入しましたが、YGはTシャツのインナーに着ると首回りの後ろがはみ出てしまいました。なので、TシャツにはinT.シリーズがお勧めです。サイズはピタッとする感じなので、ピタピタが苦手な方は1サイズ大きい物が良いかと思います。
",1
743,【SEAMLESS】タンクトップ（パッド付）（レディース）,女性,半袖,"
LかLLどちらにするか悩む体型です。今回LLで肩周りゆったり、お腹と腰はピタピタでした。Lサイズと着比べてみたいです。
",1
744,[グンゼ] インナーシャツ 快適工房 V型7分袖スリーマー 綿100% 日本製 KH5046 レディース,女性,長袖,"
大きいというか緩やか気持ちは良い
",0
745,【Ｔシャツ専用】袖なし・汗取り付スリーブレス（メンズ）【まとめ買い割対象】,男性,半袖,"
ポロシャツ、Tシャツの乳首対策に初めて購入しましたが、まったくダメでした、アンダーを着ることで、かえって、ポロシャツ、Tシャツが、きつくなり、乳首目立ってしまいました、そしてやっぱり暑いです。更に薄く、通気性良く、乳首が目立たない対策品を望みます。
",0
746,【Ｔシャツ専用】袖あり・汗取り付Ｔシャツ（短袖）（メンズ）【まとめ買い割対象】,男性,半袖,"
身長167㎝、体重62㎏で、大体中肉中背の66歳です。サイズMを購入したのですが、胸の周りがちょっと窮屈です。丈やお腹周りはちょうどいいのですが、夏物なのに、胸周りが締め付けられる感じで、ちょっと暑苦しいです。サイズのLを試してはいないので、Lではどうかは分かりませんが、インナーなので、少々丈が長くともLにした方がいいような気もします。
",0
747,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% フレンチ袖 TC4052 レディース,女性,半袖,"
着るときの伸び感がよくてゆったり着れます。Tシャツの下に着ようとすると、肩の辺りが寄れてごわっとしますが、気にしなければ大丈夫だと思います。
",0
748,ボートネックＴシャツ(袖短め)(メンズ),男性,半袖,"
首元深めで袖短め、丈長めの肌着を探してやっと見つけました。着心地も気持ちよく、Ｙシャツの下でも着れますし、ポロシャツでも汗染みを気にせずに外出できそうです。
",1
749,半袖丸首(メンズ),男性,半袖,"
家族がグンゼの半袖丸首(メンズ)を愛用しております。こちらのタイプは暖かい時期に着ています。
",1
750,[グンゼ] インナーシャツ ホットマジック 柔らか温か Vネック9分袖 MH1909 メンズ,男性,長袖,"
寒い季節でも厚着を嫌うので、こちらを購入とても暖かいみたいで気に入っているようです
",1
751,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% サーフシャツ 2枚組 HK10182 メンズ,男性,半袖,"
物はいい感じ！ でも、好きな黒にしたら、臭い！！ made in china？ 着る前に、煮出して、シャンプーして、洗濯しないと～！！ということで、星三つです。
",0
752,[グンゼ] インナーシャツ キレイラボ 完全無縫製 なめらかにフィット 綿混 8分袖 KL1846R レディース,女性,長袖,"
肌が弱いので、いつも着るものには悩まされますが、本当に着心地良くて、肌ストレスを感じません。さすがグンゼですね。これからの季節、もっと重宝しますので、着続けたいと思います。
",1
753,[グンゼ] インナーシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ クルーネックスリーブレス 汗取りパッド付 メンズ,男性,半袖,"
夏場はインナー代わりにこちらを着ています。Tシャツだけよりも快適で、たまに涼しすぎることもあります。180cmの細身ですが、Mを着ています。お気に入りのTシャツなどをインナーを着ることで大切に長く着ることができるので、こちらはおすすめです。
",1
